names,score,budget_x,revenue,country_num,month_num,genre_num,crew_num
Date A Live: Mayuri Judgment,79,107900000,688937658.6,16,8,933,3938
Mongol: The Rise of Genghis Khan,67,18000000,26527510,1,6,2066,3939
Midnight Cowboy,75,3600000,44796329,2,7,22,3940
Two Weeks Notice,64,60000000,199043309,1,1,111,152
The Recruit,63,46000000,101191884,1,2,32,548
Billionaire Boys Club,57,109000000,385100558,2,8,54,823
The Rose Seller,77,92400000,781330534.6,14,8,49,3941
Elizabeth,72,25000000,82150642,1,10,16,1002
1918: The Spanish Flu,40,118800000,842846355.6,7,3,27,3942
Moby Dick,70,4500000,10411840,2,6,685,2185
Commando 2 -  The Black Money Trail,60,157000000,450337882.4,36,3,32,3943
Creep,64,92600000,353391998.4,2,6,12,3944
The Ides of March,67,23000000,77735925,1,11,22,318
Sugar & Spice,64,11000000,13276953,2,1,2067,3945
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,67,57400000,364407202.8,2,2,318,3946
LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!,70,122800000,418584467,2,8,2068,482
The Master,72,37500000,29044338,1,11,22,448
Cheese in the Trap,68,72400000,567550440.2,9,3,2069,3947
Cro Minion,71,81300000,409447432.8,2,12,106,102
The Black Stallion,71,2700000,37799643,2,10,254,3948
An Education,69,7500000,29652736,1,10,99,1416
Adventures in Babysitting,69,7000000,34368475,2,7,45,1024
The Unforgiven,63,5000000,163735760.2,2,4,2070,3481
Lying and Stealing,59,3000000,84933995.2,2,7,2067,2231
Black Snake Moan,69,15000000,10951153,2,3,22,227
Evangelion: Death (True)Â²,69,152000000,611815622.8,16,3,1023,117
21 Grams,73,20000000,59667625,1,1,483,2130
The Silencing,65,77400000,313921159,32,8,32,1121
Dragon Rider,73,17830000,3175644,1,1,272,3949
The Midnight Man,58,70740000,431298841.2,32,9,12,3950
Half Brothers,76,83800000,278794085.8,2,12,44,3951
Hunt,69,17000000,206709979.4,1,9,29,3657
Call Boy,65,95600000,305560367.8,16,4,22,3952
In the Heights,73,55000000,43646976,1,6,916,197
Gone Baby Gone,73,19000000,34359030,1,9,1074,1460
Force of Execution,48,10000000,988318,2,12,217,2607
White Fang,73,14000000,34729091,17,3,106,3953
Wanderlust,55,32500000,24159934,1,2,111,782
The Life of Jesus,67,75500000,509726081,17,6,22,3954
Quigley Down Under,67,20000000,21413105,1,6,343,3955
I Still See You,66,138000000,954561347.2,1,4,1739,1721
An Affair: My Wife's Friend,45,114500000,180591246.6,9,5,269,1609
Idol Seungha's R-Rated Film Shooting,75,127200000,564158441.4,9,6,22,1868
Encino Man,58,7000000,40693477,1,8,45,43
The Life of David Gale,74,50000000,28920188,2,2,109,1672
Great Expectations,67,25000000,55494066,2,1,52,961
Big Top Scooby-Doo!,79,149200000,731676563,2,10,1769,357
6-Headed Shark Attack,50,141800000,470441838,2,8,1965,3956
The Dead Pool,63,20000000,37903295,2,7,85,862
Game of Love,50,63000000,652818078,12,10,135,1721
The Five-Year Engagement,58,30000000,61623819,1,5,111,2728
A Princess for Christmas,71,94000000,338906962.6,2,12,2071,3957
The Sin,60,123200000,435195464.2,25,6,1616,3958
The Great Hack,69,111600000,767228967.6,2,1,27,3959
The Echo,61,5000000,124048,2,5,2072,3960
Romance of the West Chamber,40,76800000,821985126,10,10,433,3961
Fullmetal Alchemist the Movie: The Sacred Star of Milos,69,55024000,7401480,1,3,2073,2922
Funny Face,70,96140000,594575394.8,2,2,111,2288
Jack Frost,59,50000000,34645374,1,12,2074,1309
The Thing from Another World,68,113000000,378013695.8,2,4,671,3962
Hamlet: Bristol Old Vic Live,0,167540000,175269998.8,4,4,2075,3963
"It's a Mad, Mad, Mad, Mad World",70,9400000,60000000,1,12,122,3897
Grandma's Boy,66,5000000,6538177,2,1,45,3964
Jay and Silent Bob Strike Back,64,22000000,33762400,1,1,45,3965
Magnolia,77,37000000,48446802,2,12,22,3966
Cellular,64,45000000,61453420,1,2,32,219
Bruce Lee: A Warrior's Journey,75,117400000,832228087.4,4,10,2076,2169
Vital Sign,0,174600000,175269998.8,10,4,22,349
Glengarry Glen Ross,74,12500000,10725650,1,2,1074,490
Pet,58,3970000,22003,2,12,11,3967
Fruits of Passion,54,132600000,293773121,17,6,22,3260
The Last Letter from Your Lover,75,515001.4,1451974,4,8,99,1012
Jackass 2.5,61,148560000,662038398,2,12,952,1656
Fidelity,69,95000000,406434252.2,13,10,22,3968
Day of the Dead,52,18000000,0,2,4,869,3969
Day of the Dead,52,3500000,34004262,2,4,869,3969
Arthur,65,40000000,47787943,2,7,52,3970
The Land Before Time XII: The Great Day of the Flyers,63,72800000,507167399.6,2,2,77,3750
Beverly Hills Ninja,57,102000000,502477498.8,1,4,268,3971
Joe Kidd,65,39780000,6330000,2,7,343,862
Crimes of Passion,65,120000000,763072374.8,1,2,37,3744
My Own Private Idaho,71,2500000,6402775,1,3,22,3972
Barb Wire,40,3460000,3793614,2,5,324,1434
Fluke,72,15000000,211274365,2,6,221,1185
Batman Unlimited: Monster Mayhem,64,172000000,326252132.8,2,8,935,2981
Gold,66,20000000,14880939,1,2,1070,132
Bleed for This,68,16000000,7171320,2,11,22,690
Love Hard,70,96140000,594575394.8,1,11,111,3973
A Little Princess,76,17000000,10015449,2,5,506,3974
The Anomaly,49,167400000,872039995.2,2,7,70,2415
Scooby-Doo! and the Samurai Sword,79,198000000,504812775.4,1,4,2077,1892
The Monkey King: Reborn,71,20000000,248318985.2,1,4,97,3975
An Ordinary Man,64,6000000,211802400.4,2,10,537,257
The River Wild,64,45000000,94215000,2,9,2078,1554
Vortex,72,26848000,222230,1,10,22,3976
Wild Target,64,8000000,5314194,1,11,603,1463
After the Sunset,61,57000000,38329114,1,1,2079,1166
Life Itself,73,10000000,7960474,2,9,99,397
El Cid,68,6250000,257720413.2,1,3,2080,100
Dracula 3D,33,7700000,1240261.6,1,1,2081,2730
Like Mike,61,30000000,62432423,1,1,38,3977
Critters Attack!,58,150400000,508177168.2,2,4,2082,3978
Young Mother: What's Wrong With My Age?,40,101800000,842846355.6,9,4,111,3979
With Every Heartbeat,71,122200000,503388911.8,41,7,135,3980
Summer of 84,69,165000000,375194435.4,1,10,243,3981
One Piece: Strong World Episode 0,73,158000000,582632450.4,16,4,1218,817
The Rum Diary,59,45000000,21544732,2,10,44,224
The Piano,74,7000000,40207064,1,6,99,3982
C.I.Ape,56,113800000,544513308.6,2,9,2083,3983
Scooby-Doo! and the Curse of the 13th Ghost,80,9260980,38812872.4,1,3,2084,357
"BARDO, False Chronicle of a Handful of Truths",71,50600000,460177562,1,11,44,3984
Blood: The Last Vampire,57,30000000,5874530,1,5,2085,1217
All Dogs Go to Heaven 2,59,6770000,8620678,2,3,2086,1959
The Fist of the Condor,0,183540000,178359863,2,4,53,3985
Final Analysis,57,32000000,28590665,2,2,1114,976
21 & Over,58,13000000,48065672,1,3,45,3986
Valentine,55,10000000,20384136,2,2,11,3987
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,63,110800000,475111240,2,6,412,3988
Hairspray,69,75000000,202822861,2,2,52,3989
The Doors,71,40000000,34469241,1,5,630,375
K.G.F: Chapter 1,75,113600000,637739380,36,12,339,3990
Saints and Soldiers: Airborne Creed,56,123000000,608925937.8,2,8,250,3991
HK: Forbidden Super Hero,63,16730000,779893,16,4,603,2625
Hell Fest,56,5500000,18294883,1,2,12,3992
The Lincoln Lawyer,72,40000000,87145086,1,3,37,132
Erotic Ghost Story III,54,3380017.8,1201428,10,1,831,3582
Lost Boys: The Tribe,47,105600000,830215344.6,1,11,205,1075
Love & Gelato,54,122400000,385649598.4,2,6,144,3993
Weaponized,39,118800000,842846355.6,2,3,70,3743
The Little Rascals Save the Day,61,8000000,97708392.4,2,4,45,3994
My Name Is Nobody,73,78800000,598419966.6,12,12,507,3305
Return to House on Haunted Hill,56,130200000,390377803.8,1,10,11,3995
The Agony and the Ecstasy,71,10000000,4000000,1,11,16,100
Uncle Buck,68,15000000,79258538,1,12,1025,3996
Ghost Shark,52,127400000,811695751,2,8,277,3997
Eurovision Song Contest: The Story of Fire Saga,64,51400000,441322392.2,1,6,471,619
Children of the Corn II: The Final Sacrifice,48,900000,6980986,2,1,12,3998
Kate & Leopold,63,48000000,76019048,2,12,846,1163
Little Women,73,42000000,218838386,2,12,99,1925
Little Women,73,15000000,50003303,2,12,99,1925
Under the Tuscan Sun,68,18000000,57490024,1,11,168,3068
The Young and Prodigious T.S. Spivet,68,33000000,357687,2,10,267,3999
Death Wish 4: The Crackdown,57,5000000,6880310,2,11,339,3404
This Is 40,58,35000000,88215156,1,1,45,31
Dennis the Menace Strikes Again!,54,88400000,350820991.4,2,7,755,4000
Insomnia,69,46000000,113622499,1,9,98,490
The Sex Of The Angels,66,113000000,735949885.8,7,5,135,4001
London Fields,51,8000000,433732,2,10,485,4002
La Belle Noiseuse,73,71400000,751654707.4,17,9,22,4003
Critters 3,51,70800000,754008066,1,12,1182,4004
Navy Seals vs. Zombies,49,1181389,56191,2,10,116,3033
All the Devil's Men,59,10770000,65829,2,12,5,4005
Planetarian: Hoshi no Hito,67,80000000,274286661.6,16,9,432,4006
Rurouni Kenshin: Requiem for the Ishin Patriots,65,141280000,608857282,16,12,97,4007
Jane Eyre,72,26648000,34710627,4,9,99,291
Royal Space Force - The Wings Of Honneamise,69,8000000,257720413.2,1,11,947,4008
Thunder Monk,0,198000000,175269998.8,25,4,603,3911
'71,68,11000000,3200000,1,11,2087,2224
I Am Mother,67,8580000,643593,1,6,63,4009
Clownhouse,62,200000,97844961.8,2,1,12,4010
Fatima,74,67800000,653988016.4,1,1,22,1673
De man uit Rome,0,100,1240261.6,33,4,2088,4011
Rock Star,67,38000000,19317765,2,9,2089,782
The Quest for Tom Sawyer's Gold,52,106600000,242235692,2,3,942,4012
The Main Event,68,99000000,534705883.4,2,4,755,4013
No Mercy,71,121800000,367499604,9,1,21,4014
Doraemon: Nobita's Great Battle of the Mermaid King,71,27642400,83686340,16,3,2090,4015
Scooby-Doo! Moon Monster Madness,78,171000000,640441071.8,1,6,2091,357
Missing in Action 2: The Beginning,59,2410000,10755447,1,3,1577,3774
Housesitter,62,26,94,1,7,111,2424
Kartu Pos Wini,0,185534545.8,178359863,20,4,99,4016
Second Act,64,15700000,63288854,1,12,168,38
Young People Fucking,57,1500000,5901645.8,1,11,52,4017
Benediction,65,199000000,313735614,1,12,95,4018
Killing Them Softly,60,15000000,39238443,1,7,485,129
Front of the Class,78,96800000,436644599.4,2,1,399,4019
Asterix and Cleopatra,70,110780000,583501475.2,17,12,356,3382
The Old Ways,70,148200000,709840720.6,1,8,275,4020
Endless Love,69,20000000,34718173,1,2,99,867
Los perros,56,96800000,266160413.6,5,3,22,4021
Deep,60,6000000,10972300,7,11,77,4022
Faster Than Light: the Dream of Interstellar Flight,60,81000000,345336673.4,2,6,27,4023
Sergio,67,16000000,200256889.4,2,1,22,1267
Pawn,84,141400000,612734678.6,9,9,44,4024
Dagon,63,4800000,164909736.2,2,10,1452,4025
Pope Francis: A Man of His Word,73,3398000,2423465,2,5,27,647
Ghost in the Shell Arise - Border 2: Ghost Whispers,72,96400000,588592431,16,11,2092,3469
Anonymous,64,27500000,15815509,2,10,1604,4026
Blood Simple,73,1500000,2730877,1,6,37,4027
Miracle in Cell No. 7,79,473937.4,80300000,9,1,121,3410
Tootsie,72,15000000,177200262,2,12,111,1986
Return,67,75500000,509726081,2,2,22,474
Ponniyin Selvan: Part I,73,107000000,166926864.6,1,9,406,4028
Long Shot,67,40000000,53624424,1,5,111,1621
Arlo the Alligator Boy,67,127600000,629825382.2,2,4,88,4029
Live by Night,62,65000000,21774432,1,1,37,218
Sheena,57,25000000,5778353,2,8,2093,4030
Body of Lies,66,67500000,118556530,1,11,292,189
Carne,68,89180000,511934839.4,2,5,109,4031
Illang: The Wolf Brigade,63,16723043,165664419.4,9,7,2094,920
Snatched,54,42000000,60129558,1,5,603,2346
12 Mighty Orphans,74,6517792,3615193,1,9,2095,1624
The Visitors,71,119400000,738519773.2,17,1,445,1103
Virus,54,75000000,30626690,2,1,1047,408
Hotel Artemis,60,15000000,13316627,1,11,61,1942
Gotti,53,10000000,6601992,2,6,1067,216
The Stepfather,58,20000000,29227561,2,10,11,4032
Network,79,3800000,23689877,1,12,22,4033
Old Henry,73,97060000,176741455.2,2,10,2096,1878
Burlesque,72,55000000,90552675,1,1,99,4034
Paradox,66,122400000,666851201.2,10,8,1037,349
Arpeggio of Blue Steel -Ars Nova Cadenza-,77,183200000,969857559.2,16,10,697,4035
Swept Away,49,10000000,611032,12,5,111,3237
Blind Fury,66,46980000,2692037,1,9,32,1581
Deadly Excursion,61,85600000,271939728.6,2,1,352,4036
Cabin Fever 2: Spring Fever,45,5000000,3898853.6,2,8,12,4037
Patient Zero,53,117200000,768648895.8,1,11,2097,4038
The Place Promised in Our Early Days,66,142600000,426613741.8,16,11,2098,1675
Solomon,60,103600000,563098352,2,12,435,1830
Fail Safe,78,130000000,409842405.4,2,10,151,3847
The Diary of Anne Frank,72,3000000,117712286,2,3,16,4039
The Ottoman Lieutenant,62,40000000,413844,2,3,2099,257
Kiss and Kill,54,58800000,371673111.2,2,8,2100,4040
Cube Zero,57,825000,27830160,2,10,1121,4041
He Got Game,68,25000000,22411948,2,5,22,526
The Jungle Bunch,64,87800000,328664924.4,17,7,906,4042
The Big Trip,70,87800000,554873030.6,13,4,164,4043
The Prophecy II,62,146200000,375764861,2,1,245,2496
Persepolis,79,7300000,25397187,17,6,432,4044
ARQ,61,2000000,78202791.8,2,9,63,4045
The To Do List,57,1500000,4128828,1,7,111,231
Shortbus,64,2000000,1997497,1,2,416,4046
Cat on a Hot Tin Roof,77,3000000,17570324,2,8,99,710
The Guardian Brothers,58,10000000,92695917,1,9,137,4047
Cats,68,100000000,75568355,1,10,106,4048
Society,66,88000000,362804939.6,2,6,1027,4049
Knockin' on Heaven's Door,76,124200000,790948055.8,15,2,184,3135
War of the Worlds 2: The Next Wave,41,500000,1261937,2,3,239,997
Black Mask,62,66890000,448572309.6,10,11,5,1794
Lady Bloodfight,67,69400000,240033015.8,10,11,32,4050
Bad Santa,65,18000000,77147031,1,3,1346,2608
Death at a Funeral,58,21000000,48977233,1,4,45,986
Death at a Funeral,58,20000000,47289148,1,4,45,986
Space Buddies,58,79600000,598541076,2,2,2101,3921
The Producers,71,947000,134072628.2,1,9,45,4051
K: Seven Stories Movie 6 - Circle Vision - Nameless Song,65,141280000,608857282,16,12,97,4052
Great Expectations,72,62571600,600518976.2,2,12,619,4053
Ghost House,57,92400000,311918067.6,2,8,90,2315
Hold the Dark,54,130200000,228388645.6,1,9,583,4054
Confessions of a Brazilian Call Girl,64,80400000,411716817.2,21,2,22,4055
Herbie Goes to Monte Carlo,59,6570000,29000000,2,6,2102,4056
Young Detective Dee: Rise of the Sea Dragon,63,23640000,98774891,1,9,2103,2404
Puella Magi Madoka Magica the Movie Part II: Eternal,76,123000000,779116911.6,1,12,2104,1777
Marvel Studios Assembled: The Making of Moon Knight,73,53600000,682429959.6,2,5,27,4057
"Ebirah, Horror of the Deep",62,6740000,3000000,16,12,2105,3671
Housekeeper,100,201000000,1569323844,9,3,269,2663
City of the Living Dead,63,87000000,476680473.8,12,8,12,4058
Pleasure,53,133400000,838643421.2,41,1,44,4059
Madame Evening Glory,46,89200000,450005002.8,16,12,22,3091
The Electrical Life of Louis Wain,70,105000000,550023168.8,1,12,2106,93
Nurse 3-D,53,10000000,61302731.4,2,2,11,4060
The Sandlot 2,59,184740000,715749875,2,5,755,4061
Enter the Void,74,16000000,1467278,2,9,216,4060
Pusher,70,965000,191820413.2,23,8,56,4062
Justice League: Secret Origins,78,149900000,691623388,2,11,713,1297
The Merciless,72,163200000,547705354.8,9,5,1406,703
A Turtle's Tale 2: Sammy's Escape from Paradise,58,139400000,592951115.4,2,12,497,4063
Blue Rain Osaka,43,86500000,171913639,16,7,22,4064
Loving Vincent,80,5500000,44071758,1,8,2107,3433
The Red Sea Diving Resort,69,116600000,600790251.2,2,7,2002,219
Confessions of a Teenage Drama Queen,56,15000000,33118854,2,2,45,367
I Love You Phillip Morris,64,13000000,20768906,2,1,2108,650
Before the Devil Knows You're Dead,71,18000000,25005257,1,3,37,4065
Armored,57,20000000,23661038,1,2,2109,1927
The Zookeeper's Wife,74,20000000,26152835,1,5,95,549
The Gunman,57,40000000,24478613,1,2,1800,2130
From Here to Eternity,73,1650000,30500000,1,10,2110,3481
The Endless,63,1000000,956425,1,8,609,4066
Slumber,53,95000000,338365977.2,2,12,12,1357
Wake of Death,59,14000000,521918,2,12,5,1029
Zulu,74,16000000,1844228,1,8,750,4067
Quick Change,67,15000000,15260154,2,7,184,637
Happy Together,76,125000,5000000,10,5,99,2058
Hunt Club,50,137800000,683325581,2,4,32,3969
The Sweetest Thing,55,43000000,63078756,1,7,168,897
Hart's War,64,70000000,33076815,2,2,453,98
Purpose of Reunion,45,138800000,865251451.2,9,8,135,4068
The Drawn Together Movie: The Movie!,64,98400000,433727420.8,2,3,201,4069
The Color of Money,68,10000000,52293000,1,2,22,1883
Psycho-Pass: Sinners of the System - Case.2 First Guardian,69,175000000,650461717.2,16,2,1905,3594
Kickboxer: Vengeance,51,17000000,3160642.8,2,9,53,2703
A Dark Place,60,98600000,243434798.2,2,4,143,4070
Rise of the Zombies,40,101800000,858637629,2,10,71,4071
Murder at 1600,61,40000000,25804707,1,12,479,1119
To Leslie,72,26848000,27322,1,3,22,1202
Lulu,57,156600000,568184516.6,23,4,22,4072
The Full Monty,70,3500000,261249383,4,8,45,1454
Contract Killer,70,93340000,548578964.6,1,4,30,1794
The Secret Scripture,73,6600001.4,152761,1,12,99,294
The Killer,62,109000000,316205621.4,21,9,1893,4073
Birth of the Dragon,58,31000000,7220490,32,9,53,4074
Romance & Cigarettes,59,23890000,2945242,2,9,1269,4075
Dear Evan Hansen,64,27500000,19200000,1,12,22,4076
Bill & Ted's Excellent Adventure,68,10000000,40485039,1,6,466,7
Kites,72,9200000,17155193,36,5,2111,4077
West Side Story,73,100000000,74826329,2,12,1748,4078
West Side Story,73,6000000,47596274,2,12,1748,4078
When the Lights Went Out,57,4581468,1181929,4,9,140,4079
The Good Shepherd,63,80000000,100378271,1,1,2002,126
All About Eve,82,1400000,8400000,1,7,22,4080
Hollywood Stargirl,67,121000000,485128025.2,1,6,2112,4081
Luna,65,95600000,305560367.8,12,8,22,4082
Pelet Tali Pocong,0,195000000,175269998.8,20,4,12,4083
The Hobbit,66,3000000,244878035.8,2,11,2113,4084
Ghosts of Mars,52,28000000,14010832,2,8,503,1588
Mary Shelley,70,118800000,460043611.2,1,7,135,1084
Si Saben Como me pongo Pa Que Me Invitan? 2,30,15541000,38139010,14,7,45,4085
Hot Bot,44,82100000,561361226.4,2,3,1441,4086
Royal Warriors,69,104380000,518519804.4,10,6,57,141
The Collini Case,73,125360000,679785162.6,15,4,75,4087
Pola X,57,118008009.2,452180857.4,17,5,99,4088
After,56,14000000,57926850,1,4,202,1870
After,56,650000,0,1,4,202,1870
Bad Girls,54,3940017.8,15240435,2,4,2070,4089
Pitch Black,68,23000000,53182088,1,5,61,104
Jesus,0,213940000,175269998.8,12,1,1523,4090
The Miseducation of Cameron Post,69,900000,2019874,1,8,22,516
The Sand,53,153800000,472333327.4,2,10,1237,4091
Cape Fear,74,35000000,182291969,1,7,54,2185
Horseplay,58,84800000,182940447.4,50,9,44,4092
The Captain,71,104000000,528470911.2,28,9,54,2040
Stealing Beauty,67,113600000,523551882.4,2,6,99,1907
A Letter to Momo,74,13122000,6748712,16,4,2114,4093
The Black Dahlia,56,60000000,49238525,2,9,483,1257
Wrong Place,44,124800000,834642911.6,2,7,18,1954
Trois: The Escort,63,123000000,360088513,2,12,1114,4094
Shock Wave,68,23000000,193593767.8,10,4,217,989
Schoolgirl Report Part 10: Every Girl Starts Sometime...,44,111300000,597476926,15,4,44,4095
Behind Enemy Lines III: Colombia,57,136300000,505788963.6,1,1,2115,4096
Last Looks,60,108000000,433688790,2,2,85,355
Porn to Be Free,56,91000000,344645917.2,12,6,951,4097
The Exception,70,42600000,708973,1,5,55,524
Once,74,150000,23151269,1,8,916,4098
Free Fall,77,80000000,381000857.6,1,4,99,4099
From Rocky to Creed: The Legacy Continues,70,100140523.8,625891229,2,11,27,1
First Knight,61,75000000,127361412,1,7,1093,1536
Black Death,60,17998800,382879,1,6,2116,4023
Premonition,63,20000000,84146832,1,7,1071,152
Breakout,46,79300000,208201680.8,1,9,32,43
Der Bestatter - Der Film,0,160000000,175269998.8,40,4,335,4100
Sobibor,65,39180000,4988176,13,5,55,4101
Four to Dinner,62,100400000,601865262.4,12,1,111,4102
Fib the Truth,44,71600000,186347247.6,13,9,54,4103
Message in a Bottle,62,30000000,52880016,2,2,135,1353
Half Light,60,100600000,610599012,4,11,42,2205
Three Thousand Numbered Pieces,0,174600000,175269998.8,47,4,22,4104
Cairo Conspiracy,69,7047000,3646605,18,4,35,4105
Youngblood,62,100200000,288405522.6,2,1,99,3530
The Man from Rome,49,157400000,621505546.4,7,10,143,1679
Blood Moon,61,90800000,603489929.2,2,3,972,4106
Star Trek III: The Search for Spock,66,18000000,87000000,1,7,409,1786
Dororo,70,105200000,753456368,16,3,2117,4107
Trust,66,4000000,120016,2,3,135,2335
The House by the Cemetery,62,786801,1845819,12,8,12,4108
Two Moon Junction,61,8415640.6,1547397,2,4,99,4109
The Passion of Joan of Arc,81,81780000,640844864,17,10,16,4110
Doraemon: Nobita and the Space Heroes,63,46597700,32700000,16,3,2118,237
Berlin Syndrome,60,5500000,788191,1,4,1439,502
The Manchurian Candidate,65,80000000,96135872,1,10,459,526
A Trash Truck Christmas,64,88500000,381325165.4,2,12,413,4111
The Hand that Rocks the Cradle,69,11700000,88036683,1,5,54,4112
Saving Silverman,55,22000000,25873142,2,2,2119,3878
Sleeping Beauty,54,10000000,408680,1,6,99,1146
Sirens,57,18580700.6,7770731,2,3,44,2883
The Black Devil and the White Prince,76,122200000,332240852,16,2,111,1222
The Three Caballeros,63,142000000,400881081,1,12,1921,4113
As If It Were the First Time,69,103740000,608633534,3,8,45,4114
Deliverance,73,2000000,46122355,1,11,2120,3940
Dead Snow 2: Red vs. Dead,66,39460000,37473,6,2,155,4115
Double Team,51,30000000,48138337,2,4,9,1029
The Towering Inferno,70,14000000,116000000,1,3,292,2559
Proxima,63,87000000,416389640,17,11,22,78
Dog Soldiers,67,2000000,3537283,4,5,337,4116
Bandits,63,75000000,71523271,1,3,184,98
"Paw Patrol: Ready, Race, Rescue!",72,115500000,425732545.6,1,10,106,4117
Logan's Run,66,7000000,25000000,1,12,9,2292
His Girl Friday,74,90000000,480423590.2,2,1,52,2732
Battle of the Sexes,68,25000000,18445379,1,9,1973,212
Strange Days,70,42000000,7959291,1,12,2121,273
Occupation: Rainfall,63,17000000,354670,1,10,324,4118
Santa vs Reyes,80,55800000,198478509.6,7,11,297,3587
A Chinese Ghost Story,73,1250000,71842476.2,10,7,266,2966
I Miss Sonia Henie,55,80000000,475701740.6,2,1,44,4119
The Big Wedding,59,32500000,48425971,1,5,45,57
To Rome with Love,58,21500000,74290305,2,6,144,1458
Mario,60,118000000,195894790,32,10,2122,4120
Capricorn One,68,5000000,401,1,7,790,2779
Friday After Next,63,10000000,33526835,1,8,45,996
A Mermaid in Paris,66,123600000,565198234,1,10,1164,4121
RRRrrrr!!!,63,17820000,14054361,17,1,45,4122
La Bamba,72,6500000,54215416,1,9,462,4123
Whiteout,55,35000000,12254746,2,9,1873,849
Single All the Way,65,81000000,383536021,2,12,168,4124
Chinese Grandma,32,9641000,38139010,13,8,44,4125
Toxic,67,94100000,542827557.2,8,4,373,4126
Crows Zero,70,85600000,412187195.8,16,10,5,1639
Big Miracle,66,40000000,25268680,4,2,1245,1125
2022 Tsunami,49,156000000,658735468,25,5,194,4127
The Last American Virgin,66,54000000,327139851.8,1,6,45,4128
Arctic Dogs,63,50000000,11285154,32,11,659,712
The Shadow in My Eye,78,87100000,717709172,23,10,365,4129
The Hard Corps,61,12000000,96944177.6,2,8,32,1029
Malum,0,195000000,175269998.8,2,3,12,4130
Firebreather,75,129600000,635714642,2,11,2123,4131
Asterix and the Vikings,61,14080000,22501596,1,11,363,3382
Bluebeard,68,118371600,402479703.6,9,3,202,4132
Damien: Omen II,64,6800000,26518355,2,6,11,2834
The Red Shoes: Next Step,0,174600000,175269998.8,1,4,22,4133
Wicked City,67,135000000,636925578.2,1,3,2124,4134
Vice,71,60000000,70893782,1,12,44,186
All the Money in the World,65,50000000,56890649,1,1,2125,704
El arca de NoÃ©,45,131500000,909309627.4,7,10,298,4135
In the Line of Fire,70,40000000,176997168,1,10,2126,862
Les MisÃ©rables,72,65000000,438420442,1,6,2127,233
Paskal,77,2243662,6748935,54,9,2128,4136
The Box,56,25000000,34356760,1,10,373,897
Return of the Seven,62,14568914.8,6322000,2,10,599,628
Bicycle Thieves,82,133000,436655,1,11,22,4137
Capture the Flag,60,14000000,8306690,7,8,1705,4138
Bait,57,35000000,15471969,1,9,71,2956
Equals,61,16000000,2084628,1,8,751,405
Unstable Fables: 3 Pigs & a Baby,61,91400000,406352523.8,2,1,1156,4139
Hakuouki: Wild Dance of Kyoto,61,127000000,463206591.2,16,8,2129,1792
Shaolin,69,29000000,33662874,28,1,53,989
Children of the Corn: Revelation,40,2500000,1240261.6,2,10,12,4140
Sky Hunter,70,85600000,412187195.8,1,9,5,4141
Apollo 18,53,5000000,26517819,1,12,195,4142
Ring of the Nibelungs,63,23000000,170478106.8,4,11,281,4143
Throne of Blood,79,28519270.6,13422,2,1,16,2037
Poison Ivy 2: Lily,48,148800000,948498291.2,2,1,162,947
A Nice Girl Like You,59,6100000,64765827.2,2,7,111,742
Wholly Moses,50,7301100,14155617,2,6,45,3970
Alien Warfare,41,118800000,858637629,26,4,194,4144
Castaway on the Moon,80,121400000,535944170.8,9,5,531,4145
3 Ninjas,57,6500000,29000301,2,8,1375,3340
Porn Star Zombies,56,10000,10801445.6,2,11,455,4146
The Broken Hearts Gallery,72,176000000,314789993,1,9,111,4147
Two Night Stand,64,1600000,868081,1,1,168,4148
Buddha: The Great Departure,75,110800000,657423428,16,5,2130,1675
Love the Coopers,60,18000000,44263413,1,12,1492,2424
The Disappearance of Alice Creed,65,1500000,1605139,2,4,37,2428
Tom and Jerry: A Nutcracker Tale,69,116400000,187299322,2,10,39,4149
The 300 Spartans,64,63260000,431611098,2,8,1523,4150
Tomb of the River,62,148400000,501522732.2,9,11,339,618
Material Girls,54,7994000,11449638,2,8,45,1671
About a Boy,67,27000000,130759651,1,8,531,2883
Emmanuelle: First Contact,54,111000000,570165674.2,2,6,2131,3887
Tombstone of the Fireflies,74,64000000,215463947.4,16,7,453,4151
anohana: The Flower We Saw That Day - The Movie,75,57400000,571483832,16,8,432,627
My Best Friend's Wedding,66,46000000,298923419,1,9,111,1188
Easter Under Wraps,64,40400000,441322392.2,2,4,2132,4152
The Secret Garden,74,61460000,550973851,1,6,506,4153
Krull,61,27000000,16519460,2,7,59,4154
Zandalee,40,101800000,858637629,1,2,162,228
Open Water,55,500000,55518641,1,10,545,4155
Boogeyman 2,55,4500000,1798418,2,10,11,2829
Mater and the Ghostlight,62,190000000,570819096.4,2,10,2133,208
Air Buddies,59,9000000,85704815.4,2,12,420,2477
It's Kind of a Funny Story,70,8000000,6632950,1,10,44,4156
The Invitation,65,1000000,354836,1,8,42,2078
Silent Night,61,173000000,274337041.2,4,12,2134,171
Mad Money,65,22000000,25044057,2,1,133,885
The Beach House,55,145100000,211134346.8,2,10,41,4157
Temple Grandin,77,62000000,708760350,2,2,16,2150
Snake Beauty,0,167540000,175269998.8,34,3,2135,4158
